00|75.518.289/5908-84|Empresa Versao2 01 LTDA|(48) 94113-6042
03|1|Classe 71|
03|2|Classe 99|
02|7|Pacote 832|293.83
03|1|Grupo 97|
02|8|Pacote 620|397.76
03|1|Categoria 45|
03|2|Tipo 36|
02|9|Item 675|445.04
03|1|Classe 54|
03|2|Grupo 99|
01|NFC|17-0003|2813.26
02|1|Peça 250|453.49
03|1|Tipo 06|
03|2|Categoria 29|
02|2|Peça 040|164.65
03|1|Categoria 83|
03|2|Tipo 20|
03|3|Classe 07|
03|4|Grupo 51|
02|3|Licença 288|469.73
03|1|Tipo 26|
03|2|Grupo 51|
03|3|Grupo 27|
03|4|Categoria 21|
02|4|Componente 332|107.43
03|1|Tipo 10|
02|5|Assinatura 431|390.16
03|1|Categoria 35|
03|2|Classe 41|
03|3|Categoria 22|
03|4|Grupo 37|
02|6|Componente 022|100.22
03|1|Classe 26|
02|7|Serviço 341|408.49
03|1|Tipo 60|
03|2|Tipo 92|
02|8|Assinatura 042|321.26
03|1|Categoria 35|
03|2|Tipo 79|
02|9|Pacote 218|397.83
03|1|Grupo 55|
03|2|Grupo 10|
01|NFS|17-0004|1721.06
02|1|Componente 484|118.66
03|1|Categoria 64|
03|2|Tipo 57|
03|3|Classe 34|
03|4|Tipo 21|
02|2|Peça 933|40.23
03|1|Grupo 19|
03|2|Tipo 12|
03|3|Tipo 67|
02|3|Serviço 205|170.18
03|1|Classe 17|
03|2|Classe 03|
02|4|Assinatura 891|388.15
03|1|Grupo 30|
03|2|Tipo 77|
03|3|Classe 74|
02|5|Produto 924|330.81
03|1|Tipo 83|
02|6|Peça 536|348.29
03|1|Classe 24|
03|2|Classe 71|
03|3|Categoria 57|
03|4|Tipo 32|
02|7|Componente 805|67.70
03|1|Categoria 74|
03|2|Classe 70|
03|3|Classe 96|
02|8|Licença 801|149.82
03|1|Tipo 04|
03|2|Tipo 63|
03|3|Categoria 23|
02|9|Item 958|107.22
03|1|Classe 03|
03|2|Classe 63|
03|3|Tipo 36|
01|CTRC|17-0005|2073.42
02|1|Componente 298|106.17
03|1|Categoria 61|
03|2|Tipo 40|
02|2|Licença 266|325.49
03|1|Categoria 61|
03|2|Grupo 79|
03|3|Tipo 29|
02|3|Produto 248|374.75
03|1|Grupo 19|
03|2|Tipo 31|
02|4|Componente 154|483.54
03|1|Tipo 59|
03|2|Classe 23|
03|3|Tipo 23|
02|5|Componente 847|211.73
03|1|Categoria 59|
03|2|Tipo 19|
03|3|Categoria 73|
02|6|Pacote 861|345.45
03|1|Categoria 82|
03|2|Grupo 66|
03|3|Classe 37|
03|4|Grupo 94|
02|7|Item 311|64.85
03|1|Tipo 71|
03|2|Classe 19|
02|8|Peça 666|161.44
03|1|Categoria 45|
03|2|Categoria 64|
03|3|Categoria 85|
03|4|Tipo 74|
01|NFC|17-0006|1813.41
02|1|Assinatura 831|319.49
03|1|Grupo 03|
02|2|Produto 873|366.59
03|1|Tipo 39|
03|2|Classe 96|
02|3|Componente 526|101.07
03|1|Categoria 99|
03|2|Grupo 00|
03|3|Categoria 59|
02|4|Assinatura 774|79.21
03|1|Classe 46|
03|2|Grupo 02|
03|3|Classe 09|
02|5|Componente 350|121.04
03|1|Grupo 64|
03|2|Grupo 57|
03|3|Grupo 40|
02|6|Componente 598|361.05
03|1|Categoria 33|
02|7|Peça 203|320.56
03|1|Grupo 65|
03|2|Classe 35|
03|3|Grupo 31|
02|8|Peça 978|144.40
03|1|Categoria 50|
01|NF|17-0007|2466.41
02|1|Assinatura 051|129.73
03|1|Classe 54|
03|2|Classe 58|
03|3|Tipo 61|
02|2|Pacote 845|212.88
03|1|Grupo 69|
02|3|Serviço 825|438.05
03|1|Tipo 76|
03|2|Grupo 56|
03|3|Classe 76|
03|4|Grupo 91|
02|4|Serviço 326|380.69
03|1|Tipo 35|
02|5|Pacote 934|109.96
03|1|Categoria 75|
03|2|Grupo 19|
03|3|Categoria 05|
02|6|Assinatura 267|270.10
03|1|Tipo 79|
03|2|Grupo 53|
03|3|Grupo 23|
03|4|Grupo 82|
02|7|Pacote 184|220.75
03|1|Categoria 70|
03|2|Categoria 33|
03|3|Grupo 59|
03|4|Classe 84|
02|8|Item 978|497.47
03|1|Classe 22|
02|9|Assinatura 881|206.78
03|1|Grupo 45|
03|2|Categoria 99|
03|3|Categoria 43|
03|4|Tipo 57|
01|NF|17-0008|2480.46
02|1|Componente 431|102.14
03|1|Categoria 30|
03|2|Categoria 07|
03|3|Grupo 80|
02|2|Pacote 485|242.09
03|1|Classe 59|
03|2|Tipo 08|
02|3|Item 922|498.52
03|1|Tipo 98|
03|2|Categoria 92|
03|3|Classe 98|
02|4|Componente 982|459.10
03|1|Tipo 87|
03|2|Grupo 96|
03|3|Categoria 15|
02|5|Peça 536|57.37
03|1|Categoria 82|
03|2|Categoria 01|
02|6|Item 126|245.05
03|1|Classe 30|
03|2|Grupo 42|
03|3|Grupo 13|
03|4|Grupo 05|
02|7|Pacote 658|372.49
03|1|Tipo 84|
02|8|Componente 978|198.76
03|1|Tipo 36|
03|2|Classe 95|
03|3|Tipo 05|
02|9|Componente 927|153.58
03|1|Classe 54|
03|2|Grupo 65|
03|3|Tipo 01|
02|10|Assinatura 160|151.36
03|1|Grupo 03|
03|2|Categoria 90|
03|3|Grupo 04|
01|NFS|17-0009|2035.27
02|1|Peça 209|326.41
03|1|Classe 30|
03|2|Classe 16|
03|3|Tipo 13|
03|4|Categoria 73|
02|2|Peça 180|354.87
03|1|Tipo 55|
03|2|Grupo 37|
03|3|Categoria 91|
02|3|Assinatura 439|476.96
03|1|Grupo 66|
02|4|Pacote 814|410.12
03|1|Grupo 99|
03|2|Categoria 80|
02|5|Produto 088|466.91
03|1|Tipo 43|
01|NFC|17-0010|1389.82
02|1|Produto 940|462.87
03|1|Categoria 88|
03|2|Categoria 77|
03|3|Grupo 35|
03|4|Grupo 53|
02|2|Serviço 136|206.17
03|1|Grupo 92|
03|2|Tipo 55|
03|3|Classe 91|
03|4|Classe 02|
02|3|Serviço 110|372.35
03|1|Classe 45|
03|2|Tipo 41|
03|3|Categoria 20|
02|4|Pacote 851|40.32
03|1|Classe 53|
02|5|Licença 736|254.77
03|1|Classe 52|
02|6|Produto 535|15.05
03|1|Tipo 33|
03|2|Classe 94|
02|7|Serviço 139|38.29
03|1|Categoria 22|
03|2|Classe 24|
03|3|Classe 97|
00|53.144.759/8010-35|Empresa Versao2 18 LTDA|(19) 92752-4750
01|NFC|18-0001|2316.70
02|1|Peça 727|496.56
03|1|Grupo 87|
03|2|Grupo 93|
03|3|Categoria 95|
03|4|Tipo 69|
02|2|Item 159|379.33
03|1|Grupo 85|
02|3|Serviço 900|32.61
03|1|Tipo 76|
03|2|Tipo 80|
03|3|Grupo 97|
03|4|Tipo 08|
02|4|Pacote 811|386.43
03|1|Categoria 04|
02|5|Assinatura 810|494.77
03|1|Classe 72|
03|2|Grupo 78|
03|3|Categoria 00|
02|6|Licença 305|386.74
03|1|Grupo 26|
02|7|Produto 193|118.35
03|1|Tipo 10|
03|2|Classe 74|
03|3|Classe 78|
03|4|Classe 98|
02|8|Licença 624|21.91
03|1|Tipo 06|
03|2|Tipo 85|
03|3|Tipo 04|
01|NF|18-0002|2272.93
02|1|Assinatura 894|307.04
03|1|Classe 96|
02|2|Serviço 881|328.88
03|1|Grupo 62|
03|2|Tipo 53|
03|3|Tipo 32|
02|3|Item 851|53.71
03|1|Grupo 52|
03|2|Grupo 40|
03|3|Categoria 31|
03|4|Classe 58|
02|4|Pacote 995|247.87
03|1|Tipo 51|
03|2|Categoria 74|
03|3|Grupo 60|
03|4|Categoria 37|
02|5|Licença 169|388.11
03|1|Categoria 48|
03|2|Grupo 00|
03|3|Grupo 18|
02|6|Licença 513|330.43
03|1|Classe 67|
02|7|Produto 893|171.77
03|1|Grupo 65|
03|2|Categoria 72|
02|8|Serviço 257|445.12
03|1|Categoria 06|
03|2|Classe 80|
03|3|Classe 70|
03|4|Grupo 42|
01|NFC|18-0003|1881.63
02|1|Serviço 977|71.77
03|1|Classe 09|
03|2|Grupo 10|
03|3|Grupo 97|
03|4|Tipo 13|
02|2|Peça 875|418.98
03|1|Categoria 66|
03|2|Classe 95|
03|3|Tipo 44|
02|3|Assinatura 012|471.79
03|1|Tipo 58|
02|4|Serviço 986|329.73
03|1|Tipo 07|
03|2|Tipo 49|
03|3|Categoria 65|
02|5|Produto 888|311.11
03|1|Categoria 05|
03|2|Categoria 97|
03|3|Tipo 83|
03|4|Grupo 22|
02|6|Licença 129|13.72
03|1|Tipo 77|
03|2|Classe 47|
03|3|Tipo 74|
03|4|Categoria 54|
02|7|Assinatura 728|264.53
03|1|Grupo 47|
03|2|Grupo 61|
03|3|Tipo 93|
03|4|Categoria 75|
01|NFS|18-0004|1168.51
02|1|Licença 971|50.49
03|1|Classe 69|
02|2|Serviço 246|381.19
03|1|Classe 74|
03|2|Classe 12|
03|3|Grupo 07|
02|3|Componente 346|108.07
03|1|Classe 19|
02|4|Serviço 166|173.53
03|1|Tipo 41|
03|2|Classe 39|
03|3|Grupo 78|
02|5|Produto 638|174.67
03|1|Tipo 84|
03|2|Classe 93|
03|3|Tipo 68|
02|6|Item 524|280.56
03|1|Grupo 43|
03|2|Tipo 01|
03|3|Tipo 96|
01|NF|18-0005|1808.41
02|1|Peça 549|421.37
03|1|Grupo 80|
03|2|Grupo 03|
03|3|Categoria 68|
02|2|Serviço 159|121.40
03|1|Classe 81|
02|3|Peça 212|413.72
03|1|Grupo 01|
03|2|Tipo 66|
03|3|Grupo 17|
03|4|Grupo 60|
02|4|Item 700|124.95
03|1|Grupo 61|
03|2|Tipo 71|
03|3|Classe 47|
02|5|Peça 815|268.32
03|1|Categoria 07|
02|6|Licença 238|458.65
03|1|Classe 22|
01|NFE|18-0006|1592.69
02|1|Peça 995|210.10
03|1|Tipo 72|
03|2|Categoria 78|
03|3|Classe 69|
02|2|Peça 923|156.06
03|1|Classe 50|
02|3|Item 494|191.72
03|1|Classe 58|
02|4|Peça 893|237.00
03|1|Tipo 08|
02|5|Licença 354|88.08
03|1|Tipo 31|
02|6|Assinatura 854|352.83
03|1|Categoria 42|
03|2|Tipo 64|
02|7|Pacote 822|52.46
03|1|Grupo 60|
03|2|Categoria 20|
03|3|Categoria 18|
02|8|Licença 252|304.44
03|1|Tipo 49|
03|2|Classe 12|
01|NF|18-0007|2226.89
02|1|Produto 877|350.41
03|1|Classe 95|
03|2|Grupo 56|
03|3|Classe 77|
02|2|Item 813|494.07
03|1|Tipo 57|
03|2|Tipo 09|
02|3|Pacote 435|350.30
03|1|Classe 03|
02|4|Assinatura 407|237.81
03|1|Categoria 50|
03|2|Categoria 15|
03|3|Tipo 24|
02|5|Componente 347|258.18
03|1|Classe 60|
03|2|Tipo 00|
03|3|Classe 30|
03|4|Categoria 18|
02|6|Serviço 579|89.81
03|1|Tipo 03|
03|2|Classe 58|
03|3|Tipo 30|
03|4|Categoria 10|
02|7|Produto 000|446.31
03|1|Grupo 55|
01|NFE|18-0008|2089.78
02|1|Item 987|294.03
03|1|Tipo 50|
03|2|Categoria 53|
02|2|Componente 843|427.54
03|1|Grupo 18|
03|2|Classe 68|
03|3|Grupo 65|
02|3|Produto 477|425.69
03|1|Categoria 27|
02|4|Produto 922|364.16
03|1|Tipo 13|
02|5|Licença 365|87.65
03|1|Tipo 72|
03|2|Grupo 16|
03|3|Grupo 66|
02|6|Assinatura 458|106.80
03|1|Tipo 74|
02|7|Peça 983|383.91
03|1|Grupo 65|
01|NFE|18-0009|2473.43
02|1|Assinatura 647|166.92
03|1|Tipo 65|
03|2|Tipo 63|
02|2|Assinatura 850|49.76
03|1|Tipo 74|
02|3|Peça 024|164.35
03|1|Categoria 08|
03|2|Classe 68|
03|3|Classe 37|
02|4|Peça 153|399.55
03|1|Classe 22|
03|2|Classe 36|
02|5|Item 562|428.00
03|1|Grupo 18|
03|2|Classe 43|
02|6|Componente 911|410.22
03|1|Tipo 65|
03|2|Grupo 85|
02|7|Componente 389|286.62
03|1|Grupo 26|
03|2|Grupo 96|
03|3|Tipo 89|
02|8|Produto 578|84.26
03|1|Grupo 37|
03|2|Classe 11|
03|3|Classe 68|
02|9|Pacote 738|466.61
03|1|Tipo 63|
03|2|Categoria 75|
03|3|Categoria 47|
03|4|Grupo 23|
02|10|Item 600|17.14
03|1|Tipo 86|
03|2|Categoria 75|
03|3|Categoria 29|
03|4|Classe 27|
01|CTRC|18-0010|3540.99
02|1|Peça 118|497.28
03|1|Categoria 92|
03|2|Grupo 89|
03|3|Classe 69|
02|2|Licença 008|214.40
03|1|Classe 04|
03|2|Classe 17|
03|3|Categoria 74|
03|4|Tipo 78|
02|3|Peça 578|140.30
03|1|Categoria 49|
03|2|Grupo 56|
03|3|Tipo 51|
02|4|Serviço 252|413.71
03|1|Grupo 36|
02|5|Componente 431|347.74
03|1|Categoria 28|
03|2|Tipo 68|
03|3|Categoria 54|
02|6|Pacote 029|313.98
03|1|Categoria 62|
03|2|Tipo 07|
02|7|Pacote 866|410.46
03|1|Grupo 84|
03|2|Classe 79|
03|3|Grupo 49|
02|8|Assinatura 636|331.58
03|1|Classe 63|
03|2|Grupo 80|
03|3|Tipo 82|
03|4|Categoria 55|
02|9|Item 484|418.48
03|1|Classe 88|
03|2|Tipo 47|
03|3|Categoria 53|
02|10|Licença 387|453.06
03|1|Grupo 42|
03|2|Classe 16|
00|27.950.730/8282-89|Empresa Versao2 19 LTDA|(18) 99598-1791
01|NF|19-0001|2030.87
02|1|Item 776|332.58
03|1|Classe 33|
03|2|Tipo 31|
03|3|Categoria 90|
03|4|Categoria 27|
02|2|Assinatura 977|125.60
03|1|Grupo 02|
03|2|Tipo 17|
02|3|Produto 188|174.99
03|1|Tipo 69|
03|2|Tipo 96|
03|3|Grupo 16|
03|4|Classe 70|
02|4|Assinatura 925|451.85
03|1|Grupo 88|
03|2|Classe 88|
03|3|Classe 74|
03|4|Tipo 29|
02|5|Serviço 801|459.37
03|1|Classe 88|
03|2|Classe 64|
02|6|Pacote 475|381.04
03|1|Tipo 57|
03|2|Grupo 83|
03|3|Tipo 84|
02|7|Assinatura 316|105.44
03|1|Grupo 41|
03|2|Categoria 50|
03|3|Grupo 00|
01|NF|19-0002|1561.46
02|1|Licença 850|191.93
03|1|Grupo 00|
02|2|Serviço 372|473.08
03|1|Categoria 41|
03|2|Grupo 34|
02|3|Assinatura 961|432.23
03|1|Tipo 92|
03|2|Grupo 99|
02|4|Produto 352|51.29
03|1|Categoria 45|
03|2|Grupo 67|
02|5|Componente 344|71.05
03|1|Grupo 37|
03|2|Grupo 02|
03|3|Tipo 91|
02|6|Pacote 970|341.88
03|1|Classe 88|
01|NF|19-0003|1612.44
02|1|Produto 297|400.11
03|1|Categoria 71|
02|2|Produto 928|418.68
03|1|Grupo 79|
03|2|Grupo 08|
02|3|Assinatura 713|122.95
03|1|Categoria 07|
03|2|Grupo 04|
03|3|Categoria 66|
03|4|Tipo 44|
02|4|Produto 795|259.65
03|1|Categoria 88|
02|5|Item 920|298.47
03|1|Categoria 63|
03|2|Tipo 71|
03|3|Classe 71|
02|6|Licença 359|112.58
03|1|Categoria 09|
01|NFC|19-0004|1149.74
02|1|Serviço 965|402.63
03|1|Classe 24|
03|2|Grupo 37|
02|2|Peça 525|44.02
03|1|Classe 48|
03|2|Grupo 29|
03|3|Classe 15|
02|3|Licença 610|120.67
03|1|Tipo 44|
03|2|Categoria 96|
03|3|Grupo 31|
02|4|Serviço 635|292.14
03|1|Grupo 23|
02|5|Licença 685|41.49
03|1|Classe 64|
03|2|Classe 61|
03|3|Grupo 99|
03|4|Classe 52|
02|6|Peça 411|248.79
03|1|Categoria 02|
01|CTRC|19-0005|1774.10
02|1|Pacote 578|111.78
03|1|Classe 53|
03|2|Categoria 35|
03|3|Grupo 60|
02|2|Licença 924|86.17
03|1|Tipo 80|
03|2|Grupo 35|
03|3|Classe 07|
03|4|Categoria 43|
02|3|Licença 263|195.81
03|1|Categoria 56|
03|2|Grupo 13|
03|3|Categoria 88|
02|4|Licença 851|173.17
03|1|Classe 99|
03|2|Categoria 04|
02|5|Serviço 834|146.34
03|1|Classe 50|
03|2|Categoria 89|
03|3|Grupo 92|
03|4|Categoria 45|
02|6|Item 298|281.12
03|1|Grupo 92|
02|7|Componente 337|342.69
03|1|Grupo 97|
03|2|Classe 40|
02|8|Serviço 829|188.59
03|1|Grupo 93|
02|9|Produto 770|248.43
03|1|Tipo 86|
03|2|Tipo 38|
01|CTRC|19-0006|2423.88
02|1|Produto 940|420.19
03|1|Classe 83|
03|2|Grupo 07|
03|3|Grupo 92|
03|4|Grupo 81|
02|2|Licença 608|342.44
03|1|Tipo 93|
03|2|Categoria 21|
03|3|Tipo 86|
03|4|Tipo 73|
02|3|Licença 968|91.61
03|1|Tipo 99|
02|4|Pacote 519|152.83
03|1|Tipo 72|
02|5|Pacote 592|150.66
03|1|Categoria 62|
03|2|Categoria 89|
03|3|Grupo 82|
02|6|Licença 528|470.99
03|1|Tipo 93|
03|2|Tipo 87|
03|3|Categoria 78|
03|4|Categoria 45|
02|7|Serviço 498|409.37
03|1|Categoria 45|
03|2|Categoria 29|
03|3|Tipo 00|
03|4|Classe 18|
02|8|Peça 917|323.83
03|1|Tipo 24|
03|2|Classe 43|
03|3|Tipo 72|
03|4|Tipo 57|
02|9|Componente 027|61.96
03|1|Categoria 08|
01|NFE|19-0007|2902.02
02|1|Licença 823|444.59
03|1|Tipo 83|
02|2|Componente 590|299.55
03|1|Tipo 17|
03|2|Categoria 41|
03|3|Tipo 71|
02|3|Serviço 110|210.54
03|1|Tipo 26|
03|2|Classe 29|
02|4|Licença 720|416.38
03|1|Categoria 66|
02|5|Assinatura 382|408.52
03|1|Grupo 80|
03|2|Grupo 49|
03|3|Grupo 69|
03|4|Classe 49|
02|6|Assinatura 878|340.87
03|1|Categoria 43|
03|2|Categoria 47|
02|7|Produto 933|103.95
03|1|Classe 42|
03|2|Classe 09|
03|3|Tipo 90|
02|8|Assinatura 638|248.88
03|1|Categoria 90|
03|2|Tipo 59|
03|3|Classe 78|
03|4|Tipo 05|
02|9|Licença 153|428.74
03|1|Tipo 20|
03|2|Tipo 32|
03|3|Grupo 61|
03|4|Classe 39|
01|CTRC|19-0008|1947.66
02|1|Pacote 645|441.23
03|1|Classe 88|
02|2|Pacote 544|166.97
03|1|Grupo 46|
03|2|Categoria 93|
03|3|Categoria 00|
02|3|Assinatura 098|245.18
03|1|Categoria 34|
02|4|Licença 222|43.51
03|1|Categoria 69|
03|2|Tipo 44|
03|3|Grupo 74|
03|4|Grupo 88|
02|5|Assinatura 514|402.78
03|1|Grupo 86|
03|2|Categoria 24|
03|3|Grupo 01|
03|4|Classe 07|
02|6|Serviço 277|407.06
03|1|Categoria 81|
03|2|Tipo 24|
03|3|Tipo 81|
02|7|Componente 625|213.57
03|1|Tipo 31|
03|2|Categoria 50|
03|3|Categoria 68|
02|8|Serviço 370|27.36
03|1|Tipo 22|
03|2|Categoria 99|
03|3|Grupo 08|
01|NFC|19-0009|1730.61
02|1|Assinatura 861|172.13
03|1|Classe 07|
03|2|Categoria 26|
03|3|Classe 30|
03|4|Categoria 59|
02|2|Licença 409|240.55
03|1|Classe 17|
03|2|Classe 30|
03|3|Classe 46|
02|3|Assinatura 509|65.62
03|1|Tipo 79|
03|2|Grupo 64|
02|4|Serviço 142|17.23
03|1|Categoria 82|
02|5|Item 059|47.51
03|1|Categoria 65|
03|2|Tipo 30|
03|3|Grupo 40|
02|6|Assinatura 774|360.66
03|1|Tipo 79|
03|2|Classe 23|
02|7|Assinatura 218|127.59
03|1|Classe 04|
02|8|Pacote 760|225.75
03|1|Classe 05|
03|2|Categoria 12|
02|9|Componente 400|473.57
03|1|Classe 73|
03|2|Tipo 96|
03|3|Grupo 42|
01|CTRC|19-0010|1600.89
02|1|Assinatura 302|266.18
03|1|Tipo 42|
03|2|Categoria 87|
02|2|Pacote 529|377.48
03|1|Grupo 86|
03|2|Grupo 07|
02|3|Produto 403|384.24
03|1|Grupo 35|
02|4|Componente 891|139.91
03|1|Grupo 23|
03|2|Grupo 95|
03|3|Classe 91|
02|5|Assinatura 117|433.08
03|1|Categoria 97|
03|2|Grupo 93|
03|3|Grupo 06|
03|4|Categoria 88|
00|84.047.800/8398-80|Empresa Versao2 20 LTDA|(38) 95186-1546
01|NFC|20-0001|1769.00
02|1|Licença 233|67.77
03|1|Categoria 39|
03|2|Grupo 16|
03|3|Classe 67|
03|4|Categoria 07|
02|2|Componente 310|198.24
03|1|Categoria 47|
03|2|Categoria 56|
03|3|Categoria 71|
03|4|Classe 39|
02|3|Peça 097|313.43
03|1|Classe 57|
03|2|Categoria 88|
03|3|Categoria 73|
03|4|Tipo 99|
02|4|Componente 311|12.11
03|1|Classe 64|
03|2|Categoria 26|
03|3|Tipo 78|
02|5|Licença 786|459.31
03|1|Grupo 06|
03|2|Classe 83|
02|6|Assinatura 438|380.91
03|1|Categoria 70|
02|7|Produto 028|77.11
03|1|Tipo 36|
03|2|Classe 32|
03|3|Classe 53|
02|8|Produto 921|260.12
03|1|Grupo 02|
01|NFS|20-0002|1381.41
02|1|Pacote 997|53.35
03|1|Categoria 40|
03|2|Grupo 13|
03|3|Categoria 89|
03|4|Tipo 16|
02|2|Componente 573|194.89
03|1|Grupo 09|
03|2|Grupo 73|
02|3|Serviço 295|143.86
03|1|Classe 19|
02|4|Assinatura 791|199.07
03|1|Categoria 03|
03|2|Grupo 93|
03|3|Grupo 71|
02|5|Pacote 665|330.95
03|1|Categoria 41|
03|2|Tipo 55|
03|3|Tipo 93|
03|4|Tipo 33|
02|6|Pacote 063|149.13
03|1|Tipo 32|
03|2|Classe 77|
03|3|Tipo 09|
03|4|Tipo 29|
02|7|Pacote 203|88.47
03|1|Categoria 91|
03|2|Tipo 60|
03|3|Grupo 21|
03|4|Classe 72|
02|8|Item 770|125.50
03|1|Categoria 47|
02|9|Item 932|96.19
03|1|Tipo 23|
01|NFS|20-0003|1438.41
02|1|Produto 252|270.49
03|1|Categoria 82|
03|2|Categoria 02|
02|2|Peça 154|338.79
03|1|Grupo 99|
02|3|Produto 861|379.92
03|1|Grupo 34|
03|2|Classe 69|
03|3|Classe 38|
03|4|Grupo 24|
02|4|Licença 909|82.61
03|1|Categoria 75|
03|2|Grupo 02|
02|5|Item 445|170.22
03|1|Categoria 22|
03|2|Classe 75|
03|3|Categoria 92|
02|6|Item 146|196.38
03|1|Tipo 48|
03|2|Classe 51|
03|3|Classe 93|
01|NFE|20-0004|1391.27
02|1|Componente 049|250.37
03|1|Tipo 96|
03|2|Grupo 50|
03|3|Classe 80|
02|2|Peça 793|50.66
03|1|Grupo 06|
03|2|Classe 77|
03|3|Categoria 53|
02|3|Assinatura 065|16.26
03|1|Grupo 54|
03|2|Categoria 05|
03|3|Grupo 38|
02|4|Componente 461|485.96
03|1|Classe 01|
02|5|Pacote 862|493.15
03|1|Tipo 84|
03|2|Tipo 39|
03|3|Tipo 48|
03|4|Tipo 98|
02|6|Assinatura 377|94.87
03|1|Classe 21|
03|2|Tipo 20|
03|3|Tipo 71|
03|4|Classe 18|
01|NF|20-0005|2425.39
02|1|Componente 025|406.07
03|1|Tipo 79|
03|2|Tipo 85|
03|3|Classe 90|
03|4|Categoria 62|
02|2|Serviço 441|41.13
03|1|Grupo 45|
03|2|Grupo 83|
02|3|Item 736|494.52
03|1|Classe 74|
03|2|Classe 65|
02|4|Item 045|455.11
03|1|Grupo 83|
03|2|Categoria 44|
02|5|Assinatura 150|470.38
03|1|Tipo 13|
03|2|Categoria 25|
02|6|Assinatura 456|74.91
03|1|Categoria 24|
03|2|Tipo 95|
03|3|Grupo 42|
02|7|Peça 997|483.27
03|1|Tipo 86|
03|2|Tipo 46|
03|3|Tipo 30|
01|CTRC|20-0006|2242.01
02|1|Pacote 151|325.40
03|1|Grupo 62|
03|2|Tipo 36|
02|2|Item 117|164.00
03|1|Classe 36|
02|3|Assinatura 347|389.06
03|1|Grupo 28|
03|2|Grupo 17|
03|3|Categoria 80|
02|4|Serviço 569|457.69
03|1|Tipo 96|
02|5|Produto 424|423.17
03|1|Categoria 66|
02|6|Assinatura 717|74.02
03|1|Classe 78|
03|2|Grupo 35|
03|3|Tipo 06|
03|4|Classe 95|
02|7|Pacote 322|267.01
03|1|Categoria 93|
02|8|Item 362|13.64
03|1|Grupo 60|
03|2|Tipo 67|
03|3|Tipo 27|
03|4|Grupo 59|
02|9|Produto 713|128.02
03|1|Grupo 39|
03|2|Grupo 40|
03|3|Classe 05|
03|4|Grupo 33|
01|NFS|20-0007|2083.75
02|1|Serviço 219|410.51
03|1|Categoria 80|
03|2|Categoria 36|
03|3|Grupo 74|
03|4|Categoria 28|
02|2|Item 475|273.69
03|1|Grupo 39|
02|3|Peça 407|191.66
03|1|Tipo 24|
03|2|Tipo 35|
03|3|Classe 53|
02|4|Produto 836|42.87
03|1|Classe 24|
03|2|Categoria 74|
03|3|Categoria 73|
03|4|Classe 70|
02|5|Componente 328|275.15
03|1|Classe 64|
03|2|Categoria 52|
02|6|Item 472|319.98
03|1|Categoria 74|
03|2|Tipo 04|
02|7|Item 989|172.78
03|1|Categoria 48|
02|8|Componente 213|397.11
03|1|Categoria 81|
01|NF|20-0008|2441.33
02|1|Item 505|122.48
03|1|Grupo 91|
03|2|Grupo 71|
03|3|Classe 74|
02|2|Peça 873|128.44
03|1|Tipo 93|
03|2|Categoria 39|
02|3|Peça 005|386.22
03|1|Grupo 67|
03|2|Categoria 65|
03|3|Classe 84|
03|4|Classe 11|
02|4|Item 366|497.51
03|1|Grupo 50|
03|2|Classe 61|
02|5|Item 521|100.64
03|1|Tipo 53|
03|2|Classe 62|
03|3|Tipo 30|
03|4|Tipo 69|
02|6|Licença 560|123.07
03|1|Categoria 98|
02|7|Assinatura 543|183.21
03|1|Grupo 89|
02|8|Assinatura 460|218.44
03|1|Categoria 74|
02|9|Licença 991|362.30
03|1|Classe 32|
03|2|Tipo 70|
03|3|Classe 96|
03|4|Grupo 44|
02|10|Peça 063|319.02
03|1|Tipo 31|
03|2|Grupo 19|
03|3|Grupo 42|
01|NFS|20-0009|1653.01
02|1|Componente 352|66.58
03|1|Tipo 34|
02|2|Produto 083|158.39
03|1|Categoria 64|
02|3|Peça 292|299.96
03|1|Classe 99|
03|2|Classe 90|
03|3|Categoria 05|
02|4|Assinatura 412|50.40
03|1|Classe 04|
02|5|Item 731|116.34
03|1|Categoria 86|
03|2|Categoria 14|
03|3|Grupo 54|
03|4|Grupo 82|
02|6|Pacote 836|474.79
03|1|Grupo 62|
03|2|Grupo 25|
02|7|Licença 404|486.55
03|1|Categoria 20|
01|CTRC|20-0010|2581.44
02|1|Peça 524|201.06
03|1|Grupo 97|
03|2|Classe 99|
02|2|Pacote 988|202.26
03|1|Tipo 19|
03|2|Classe 60|
02|3|Serviço 437|218.83
03|1|Categoria 11|
03|2|Grupo 46|
03|3|Classe 26|
03|4|Tipo 94|
02|4|Serviço 227|323.23
03|1|Grupo 68|
03|2|Tipo 69|
03|3|Grupo 27|
03|4|Grupo 21|
02|5|Componente 077|340.42
03|1|Classe 31|
02|6|Item 423|89.09
03|1|Classe 24|
03|2|Tipo 10|
03|3|Categoria 60|
03|4|Classe 47|
02|7|Pacote 393|390.85
03|1|Classe 15|
02|8|Serviço 621|381.54
03|1|Grupo 48|
03|2|Grupo 13|
03|3|Tipo 68|
03|4|Categoria 18|
02|9|Item 407|434.16
03|1|Categoria 84|
03|2|Classe 74|
03|3|Grupo 58|
03|4|Classe 73|
09|00|20
09|01|200
09|02|1512
09|03|3742
99|5479
